Data from Reflection_11-54-59-848.txt Node
Date: Tue Sep 01 11:54:59 CEST 2026
User: uni bonn
Spectrometer: NQ5500316
Trigger mode: 0
Integration Time (sec): 7.400000E-2
Scans to average: 1
Nonlinearity correction enabled: false
Boxcar width: 0
Storing dark spectrum: false
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 512
>>>>>Begin Spectral Data<<<<<
898.438	15.648276E2
901.673	3.6576271E2
904.908	6.0744681E2
908.142	10.385776E2
911.376	3.2964286E2
914.609	7.026253E2
917.843	5.507722E2
921.076	4.6008869E2
924.308	3.8203463E2
927.541	4.6049383E2
930.773	2.9641434E2
934.005	5.8145897E2
937.237	2.6102819E2
940.468	2.4389881E2
943.699	3.54E2
946.93	4.4950495E2
950.16	4.1277213E2
953.39	4.0452055E2
956.62	2.6951567E2
959.85	1.8511561E2
963.079	3.0484721E2
966.308	2.0264817E2
969.537	1.9016393E2
972.766	3.9173228E2
975.994	2.5099819E2
979.222	1.4159928E2
982.449	1.1462168E2
985.677	2.8290663E2
988.904	4.8816156E2
992.131	1.7347458E2
995.357	1.5011802E2
998.583	1.4204545E2
1001.809	2.6255435E2
1005.035	97.844113E0
1008.26	2.5150697E2
1011.485	95.789474E0
1014.71	87.713311E0
1017.935	1.6692635E2
1021.159	82.829772E0
1024.383	79.855643E0
1027.606	1.0829469E2
1030.83	1.3838723E2
1034.053	1.1473735E2
1037.276	1.3315285E2
1040.498	1.4216574E2
1043.72	52.437065E0
1046.942	1.8248503E2
1050.164	1.4625897E2
1053.385	1.0258684E2
1056.606	97.257955E0
1059.827	82.031873E0
1063.048	1.4553202E2
1066.268	74.593195E0
1069.488	61.954625E0
1072.708	82.598806E0
1075.927	76.579261E0
1079.146	87.562582E0
1082.365	84.575055E0
1085.584	1.0707643E2
1088.802	72.57384E0
1092.02	58.078141E0
1095.237	44.609328E0
1098.455	1.1458014E2
1101.672	51.008477E0
1104.889	54.257975E0
1108.105	88.092213E0
1111.322	51.232949E0
1114.538	42.964353E0
1117.753	83.597438E0
1120.969	55.372701E0
1124.184	64.154268E0
1127.399	66.844044E0
1130.613	86.110226E0
1133.828	44.512494E0
1137.042	53.25167E0
1140.255	69.746622E0
1143.469	51.77503E0
1146.682	44.668859E0
1149.895	61.511174E0
1153.107	71.832359E0
1156.319	83.442266E0
1159.531	66.655496E0
1162.743	55.509015E0
1165.955	48.754941E0
1169.166	49.640164E0
1172.377	51.805506E0
1175.587	48.458223E0
1178.797	46.171311E0
1182.008	64.502223E0
1185.217	55.65515E0
1188.427	59.111053E0
1191.636	37.257282E0
1194.845	58.847624E0
1198.053	73.128884E0
1201.262	87.313615E0
1204.47	49.384659E0
1207.677	46.090473E0
1210.885	43.647127E0
1214.092	37.264E0
1217.299	37.09571E0
1220.505	71.579487E0
1223.712	46.865586E0
1226.918	58.63863E0
1230.124	39.01685E0
1233.329	67.340637E0
1236.534	46.388527E0
1239.739	51.140571E0
1242.944	56.339286E0
1246.148	50.452888E0
1249.352	40.014987E0
1252.556	40.512821E0
1255.759	39.524689E0
1258.962	44.590965E0
1262.165	55.269784E0
1265.368	31.821956E0
1268.57	53.26046E0
1271.772	57.559163E0
1274.974	40.772761E0
1278.176	32.89005E0
1281.377	34.375E0
1284.578	67.231956E0
1287.778	42.75884E0
1290.979	37.128548E0
1294.179	42.786118E0
1297.379	54.838116E0
1300.578	46.859362E0
1303.777	26.617375E0
1306.976	43.960481E0
1310.175	40.520213E0
1313.373	43.381805E0
1316.571	39.346948E0
1319.769	68.217714E0
1322.967	37.936234E0
1326.164	39.608822E0
1329.361	19.648562E0
1332.557	76.292961E0
1335.754	30.035152E0
1338.95	39.88174E0
1342.146	34.776878E0
1345.341	33.943164E0
1348.536	44.908405E0
1351.731	60.731669E0
1354.926	34.378784E0
1358.12	35.035688E0
1361.314	53.814602E0
1364.508	37.737617E0
1367.702	42.034472E0
1370.895	39.959625E0
1374.088	49.282342E0
1377.281	36.726883E0
1380.473	50.296701E0
1383.665	70.175832E0
1386.857	41.40577E0
1390.048	40.220257E0
1393.24	60.942343E0
1396.431	57.015204E0
1399.621	54.888857E0
1402.812	48.164392E0
1406.002	69.775533E0
1409.192	40.832082E0
1412.381	56.732709E0
1415.57	40.274725E0
1418.759	56.772716E0
1421.948	44.717076E0
1425.136	44.69526E0
1428.325	99.340708E0
1431.512	47.140193E0
1434.7	39.132904E0
1437.887	47.745631E0
1441.074	50.126923E0
1444.261	57.554062E0
1447.447	80.058975E0
1450.633	52.684784E0
1453.819	36.485004E0
1457.005	40.68508E0
1460.19	43.199112E0
1463.375	58.803153E0
1466.56	60.043402E0
1469.744	72.043503E0
1472.928	45.329996E0
1476.112	38.691558E0
1479.296	55.448319E0
1482.479	46.810434E0
1485.662	45.013617E0
1488.845	53.724484E0
1492.027	38.975095E0
1495.209	39.656518E0
1498.391	57.235016E0
1501.573	30.577223E0
1504.754	48.924501E0
1507.935	43.943018E0
1511.116	35.481788E0
1514.296	57.491627E0
1517.477	48.755578E0
1520.656	36.540169E0
1523.836	46.841435E0
1527.015	42.993989E0
1530.194	32.834172E0
1533.373	46.153143E0
1536.552	53.385485E0
1539.73	48.596669E0
1542.908	40.4945E0
1546.085	51.615639E0
1549.263	41.591861E0
1552.44	32.843357E0
1555.616	45.173629E0
1558.793	33.752489E0
1561.969	42.315991E0
1565.145	40.572997E0
1568.321	40.45118E0
1571.496	41.262733E0
1574.671	57.160435E0
1577.846	30.924501E0
1581.02	42.417468E0
1584.194	47.48957E0
1587.368	30.647543E0
1590.542	51.712887E0
1593.715	35.072902E0
1596.888	39.372562E0
1600.061	46.127971E0
1603.233	40.416632E0
1606.406	40.157152E0
1609.578	28.48537E0
1612.749	34.836154E0
1615.921	43.556813E0
1619.092	33.204856E0
1622.262	41.043207E0
1625.433	52.873018E0
1628.603	33.095764E0
1631.773	42.398623E0
1634.943	44.448831E0
1638.112	38.490903E0
1641.281	40.56299E0
1644.45	35.90973E0
1647.618	39.477752E0
1650.787	51.533964E0
1653.955	43.537574E0
1657.122	39.357272E0
1660.29	33.720651E0
1663.457	29.734294E0
1666.624	48.880354E0
1669.79	33.515176E0
1672.956	45.872085E0
1676.122	33.326524E0
1679.288	38.673114E0
1682.453	34.822134E0
1685.618	52.731833E0
1688.783	29.331942E0
1691.948	68.158443E0
1695.112	32.108244E0
1698.276	51.867153E0
1701.44	36.66591E0
1704.603	54.495936E0
1707.766	35.160562E0
1710.929	48.587965E0
1714.091	72.859891E0
1717.254	37.130702E0
1720.416	45.956645E0
1723.577	44.045144E0
1726.739	37.321584E0
1729.9	58.645623E0
1733.061	34.212673E0
1736.221	51.877674E0
1739.381	37.503093E0
1742.541	43.014842E0
1745.701	40.671294E0
1748.861	50.687979E0
1752.02	33.93569E0
1755.179	61.887009E0
1758.337	26.401945E0
1761.495	65.74987E0
1764.653	37.338283E0
1767.811	37.021143E0
1770.968	36.215779E0
1774.126	34.405594E0
1777.282	67.99557E0
1780.439	31.144492E0
1783.595	48.681276E0
1786.751	37.263235E0
1789.907	37.380488E0
1793.062	36.633333E0
1796.218	40.801387E0
1799.372	53.065654E0
1802.527	41.314168E0
1805.681	43.032699E0
1808.835	48.885688E0
1811.989	36.938526E0
1815.143	54.885563E0
1818.296	41.842736E0
1821.449	41.468301E0
1824.601	49.422196E0
1827.753	42.470612E0
1830.905	34.635103E0
1834.057	47.503767E0
1837.209	65.475024E0
1840.36	41.472715E0
1843.511	40.653577E0
1846.661	51.994483E0
1849.812	59.572301E0
1852.962	63.27534E0
1856.111	38.360381E0
1859.261	40.566751E0
1862.41	42.255452E0
1865.559	43.929273E0
1868.708	45.240559E0
1871.856	47.626034E0
1875.004	39.095567E0
1878.152	68.790669E0
1881.299	55.185185E0
1884.446	47.701254E0
1887.593	46.225395E0
1890.74	70.678836E0
1893.886	39.575232E0
1897.032	69.011407E0
1900.178	59.035797E0
1903.323	68.527013E0
1906.469	65.600717E0
1909.614	93.393086E0
1912.758	96.733261E0
1915.903	1.1336291E2
1919.047	1.3197026E2
1922.19	93.001735E0
1925.334	63.643014E0
1928.477	70.723996E0
1931.62	70.954471E0
1934.763	54.159165E0
1937.905	1.2596499E2
1941.047	72.256098E0
1944.189	85.149738E0
1947.33	1.1713729E2
1950.472	75.495208E0
1953.612	71.981132E0
1956.753	85.78629E0
1959.893	55.337608E0
1963.034	1.149428E2
1966.173	1.2993338E2
1969.313	78.01562E0
1972.452	74.183673E0
1975.591	64.468974E0
1978.73	85.496183E0
1981.868	54.717608E0
1985.006	84.834123E0
1988.144	95.583039E0
1991.281	60.700496E0
1994.419	62.597894E0
1997.556	64.846416E0
2000.692	68.125311E0
2003.829	71.803853E0
2006.965	55.004302E0
2010.101	82.580098E0
2013.236	96.537291E0
2016.371	53.389584E0
2019.506	71.13789E0
2022.641	50.588235E0
2025.775	64.837358E0
2028.91	41.957606E0
2032.043	92.375887E0
2035.177	61.847826E0
2038.31	67.9435E0
2041.443	74.074964E0
2044.576	71.372276E0
2047.708	50.577508E0
2050.84	83.953488E0
2053.972	85.308642E0
2057.104	60.634589E0
2060.235	1.154022E2
2063.366	80.476451E0
2066.497	64.734895E0
2069.627	75.896891E0
2072.757	71.49249E0
2075.887	72.376046E0
2079.017	1.4936737E2
2082.146	77.711894E0
2085.275	1.0322504E2
2088.404	59.394654E0
2091.532	60.615251E0
2094.66	97.908232E0
2097.788	88.40895E0
2100.916	71.764706E0
2104.043	97.109471E0
2107.17	1.3770914E2
2110.297	75.4756E0
2113.423	1.2475222E2
2116.549	65.578493E0
2119.675	1.2726275E2
2122.801	92.032333E0
2125.926	98.929664E0
2129.051	1.5467492E2
